Name,Source,LinkedIn Profile,Status,LI Connection Sent,LI Connection Accepted,Loom Sent,Responded,Call Booked,Audit Call,Free or Paid,Need to Follow Up Date,Last Contact Date,Email,Company,Title,Notes,Meetings,"Action Items ",Projects
Susan Baker,LI Loom Outreach,https://www.linkedin.com/in/susanbaker,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Evans,LI Loom Outreach,https://www.linkedin.com/in/susanevans,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Clark,LI Loom Outreach,https://www.linkedin.com/in/susanclark,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Harris,LI Loom Outreach,https://www.linkedin.com/in/susanharris,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Jackson,LI Loom Outreach,https://www.linkedin.com/in/susanjackson,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Johnson,LI Loom Outreach,https://www.linkedin.com/in/susanjohnson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Hill,LI Loom Outreach,https://www.linkedin.com/in/susanhill,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Green,LI Loom Outreach,https://www.linkedin.com/in/susangreen,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Miller,LI Loom Outreach,https://www.linkedin.com/in/susanmiller,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Lee,LI Loom Outreach,https://www.linkedin.com/in/susanlee,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Martin,LI Loom Outreach,https://www.linkedin.com/in/susanmartin,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Jones,LI Loom Outreach,https://www.linkedin.com/in/susanjones,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan King,LI Loom Outreach,https://www.linkedin.com/in/susanking,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Scott,LI Loom Outreach,https://www.linkedin.com/in/susanscott,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Smith,LI Loom Outreach,https://www.linkedin.com/in/susansmith,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Roberts,LI Loom Outreach,https://www.linkedin.com/in/susanroberts,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Moore,LI Loom Outreach,https://www.linkedin.com/in/susanmoore,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Walker,LI Loom Outreach,https://www.linkedin.com/in/susanwalker,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Robinson,LI Loom Outreach,https://www.linkedin.com/in/susanrobinson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Turner,LI Loom Outreach,https://www.linkedin.com/in/susanturner,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Thomas,LI Loom Outreach,https://www.linkedin.com/in/susanthomas,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Taylor,LI Loom Outreach,https://www.linkedin.com/in/susantaylor,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Thompson,LI Loom Outreach,https://www.linkedin.com/in/susanthompson,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan White,LI Loom Outreach,https://www.linkedin.com/in/susanwhite,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Susan Williams,LI Loom Outreach,https://www.linkedin.com/in/susanwilliams,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Wood,LI Loom Outreach,https://www.linkedin.com/in/susanwood,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Wright,LI Loom Outreach,https://www.linkedin.com/in/susanwright,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Anderson,LI Loom Outreach,https://www.linkedin.com/in/sylviaanderson,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Wilson,LI Loom Outreach,https://www.linkedin.com/in/susanwilson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Davis,LI Loom Outreach,https://www.linkedin.com/in/sylviadavis,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Sylvia Johnson,LI Loom Outreach,https://www.linkedin.com/in/sylviajohnson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Jones,LI Loom Outreach,https://www.linkedin.com/in/sylviajones,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Sylvia Martin,LI Loom Outreach,https://www.linkedin.com/in/sylviamartin,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Brown,LI Loom Outreach,https://www.linkedin.com/in/sylviabrown,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Thomas,LI Loom Outreach,https://www.linkedin.com/in/sylviathomas,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Miller,LI Loom Outreach,https://www.linkedin.com/in/sylviamiller,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Sylvia Smith,LI Loom Outreach,https://www.linkedin.com/in/sylviasmith,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Taylor,LI Loom Outreach,https://www.linkedin.com/in/sylviataylor,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Taylor Anderson,LI Loom Outreach,https://www.linkedin.com/in/tayloranderson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Sylvia Wilson,LI Loom Outreach,https://www.linkedin.com/in/sylviawilson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Brown,LI Loom Outreach,https://www.linkedin.com/in/taylorbrown,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Garcia,LI Loom Outreach,https://www.linkedin.com/in/taylorgarcia,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Davis,LI Loom Outreach,https://www.linkedin.com/in/taylordavis,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Harris,LI Loom Outreach,https://www.linkedin.com/in/taylorharris,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Jackson,LI Loom Outreach,https://www.linkedin.com/in/taylorjackson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Martin,LI Loom Outreach,https://www.linkedin.com/in/taylormartin,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Lee,LI Loom Outreach,https://www.linkedin.com/in/taylorlee,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Jones,LI Loom Outreach,https://www.linkedin.com/in/taylorjones,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Miller,LI Loom Outreach,https://www.linkedin.com/in/taylormiller,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Nelson,LI Loom Outreach,https://www.linkedin.com/in/taylornelson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Phillips,LI Loom Outreach,https://www.linkedin.com/in/taylorphillips,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Robinson,LI Loom Outreach,https://www.linkedin.com/in/taylorrobinson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Scott,LI Loom Outreach,https://www.linkedin.com/in/taylorscott,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Thompson,LI Loom Outreach,https://www.linkedin.com/in/taylorthompson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Taylor,LI Loom Outreach,https://www.linkedin.com/in/taylortaylor,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Walker,LI Loom Outreach,https://www.linkedin.com/in/taylorwalker,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Wood,LI Loom Outreach,https://www.linkedin.com/in/taylorwood,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Williams,LI Loom Outreach,https://www.linkedin.com/in/taylorwilliams,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Taylor Young,LI Loom Outreach,https://www.linkedin.com/in/tayloryoung,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ted Williams,LI Loom Outreach,https://www.linkedin.com/in/tedwilliams,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ted Brown,LI Loom Outreach,https://www.linkedin.com/in/tedbrown,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ted Miller,LI Loom Outreach,https://www.linkedin.com/in/tedmiller,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ted Johnson,LI Loom Outreach,https://www.linkedin.com/in/tedjohnson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Nate Moccia,LI Loom Outreach/10X Vets,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,"June 1, 2026",,,,,,,,
Michael Cruz,Referral,,Meeting Scheduled,No,No,No,Yes,Yes,No,,,,,,,,,,
Shilpa Kollengode,LI Content Outreach,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
Angela Nelson,LI Content Outreach,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
Jeff Martinovich,LI Loom Outreach/10X Vets,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
David Reinikainen,,,Follow-Up Sequence,No,No,No,No,No,No,,,,,,,,,,
Michael Veiga,,,Follow-Up Sequence,No,No,No,No,No,No,,,,,,,,,,
Harry Gray Lew Emery,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Felipe Serrano Jr,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Audrey Smith,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Jack Saville,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Jon MacHarg,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Glen Hamilton,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Pete Clarke,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Ian Berry,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Lisa Rielage,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Armin Hoes,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
DJ Jones,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Mark Mitchell,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Dennis Groseclose,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Mick Trainor,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Steve Kincanon,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Chris Okuda,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Edward Lewis,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Maynard Lee,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Steve Middleton,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Canon Pattillo,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Todd Huber,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Ian Brambs,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Josh Wagner,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Daniel Lupacchino,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Pete Carruth,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Verlen Larsen,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Ryan Beall,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Terri Torres,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Silas Martinez,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Dave Bringle,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Brett Hadley,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Timothy Horan,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Mark Dancer,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Hugh Reese,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Kelli Chock,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Brad Stivers,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Jimmy Pearson,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Patrick Lefler,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
David Deal,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Jannell MacAulay,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Allan Starkie,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Yoanny Jose,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Michael Bisbee,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Akyah Miranda,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Jeremy Gocke,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Mo Barrett,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Ghazi Albanna,,,Connection Accepted,No,No,No,No,No,No,,,,,,,,,,
Shilpa Kollengode,LI Content Outreach,,Proposal Sent,Yes,Yes,No,Yes,Yes,Yes,Paid,"February 18, 2026",,,,,,,,Prosp.AI LI Outreach/Content Engine (https://www.notion.so/Prosp-AI-LI-Outreach-Content-Engine-30471d52651c806a9675d99f13e66041?pvs=21)
